parcel_id_str,farmer,district,mandal,crop,acreage,health,risk,confidence,lat,lng,ndvi,evi,ndre
WG-00420,Sailaja,West Godavari,Kalla,Paddy,11.61,88.8,Low,95,16.459757,81.394459,0.9,0.85,0.68
WG-00421,Srinivasa Rao,West Godavari,Achanta,Paddy,3.68,88.2,Low,94,16.555003,81.835963,0.92,0.8,0.61
WG-00422,Lakshmi Devi,West Godavari,Akiveedu,Red Gram,9.11,68.9,Medium,89,16.580229,81.725631,0.88,0.82,0.5
WG-00423,Venkata Ramana,West Godavari,Attili,Paddy,6.13,78.9,Low,91,16.597203,81.613473,0.92,0.85,0.64
WG-00424,Sailaja,West Godavari,Bhimavaram,Paddy,8.5,74.5,Medium,90,16.506708,81.580776,0.9,0.79,0.58
WG-00425,Ramesh Babu,West Godavari,Elamanchili,Paddy,1.54,80.3,Low,94,16.772258,81.662948,0.92,0.82,0.59
WG-00426,Padma Priya,West Godavari,Iragavaram,Paddy,9.27,84.4,Low,95,16.710712,81.76007,0.92,0.85,0.55
WG-00427,Kiran Kumar,West Godavari,Mogalthur,Paddy,7.77,81.2,Low,95,16.374515,81.635629,0.92,0.83,0.63
WG-00428,Anitha,West Godavari,Narasapuram,Paddy,5.74,85.8,Low,91,16.319634,81.661634,0.92,0.82,0.64
WG-00429,Satyanarayana,West Godavari,Palacoderu,Red Gram,10.76,77.9,Low,92,16.570221,81.535252,0.81,0.74,0.56
WG-00430,Rajeshwari,West Godavari,Palacole,Cotton,6.43,70.4,Medium,92,16.546394,81.682014,0.86,0.76,0.55
WG-00431,Mohan Rao,West Godavari,Pentapadu,Paddy,3.04,77.9,Low,88,16.767673,81.587214,0.84,0.72,0.53
WG-00432,Divya,West Godavari,Penugonda,Paddy,11.88,81.5,Low,93,16.62869,81.818419,0.92,0.81,0.59
WG-00433,Prasad,West Godavari,Penumantra,Paddy,10.08,66.5,Medium,89,16.651064,81.635856,0.75,0.68,0.6
WG-00434,Swapna,West Godavari,Poduru,Paddy,9.71,68.6,Medium,86,16.60263,81.730748,0.88,0.79,0.56
WG-00435,Naresh,West Godavari,Tadepalligudem,Paddy,8.57,82.7,Low,91,16.864903,81.532637,0.87,0.83,0.58
WG-00436,Bhavani,West Godavari,Tanuku,Paddy,4.67,67.2,Medium,86,16.800461,81.686027,0.78,0.71,0.6
WG-00437,Srinivasa Rao,West Godavari,Undi,Paddy,1.26,72.0,Medium,92,16.608369,81.40729,0.77,0.74,0.54
WG-00438,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,2.02,80.4,Low,88,16.484536,81.677428,0.87,0.84,0.62
WG-00439,Venkata Ramana,West Godavari,Ganapavaram,Maize,3.28,62.9,Medium,88,16.673748,81.536381,0.77,0.69,0.49
WG-00440,Sailaja,West Godavari,Kalla,Paddy,6.33,68.9,Medium,85,16.512115,81.415207,0.84,0.73,0.53
WG-00441,Srinivasa Rao,West Godavari,Achanta,Paddy,9.38,85.9,Low,94,16.549097,81.78441,0.89,0.84,0.57
WG-00442,Lakshmi Devi,West Godavari,Akiveedu,Cotton,10.86,68.1,Medium,90,16.419989,81.428414,0.82,0.79,0.51
WG-00443,Venkata Ramana,West Godavari,Attili,Paddy,3.06,68.3,Medium,88,16.745335,81.644199,0.84,0.78,0.56
WG-00444,Sailaja,West Godavari,Bhimavaram,Paddy,4.13,72.6,Medium,93,16.53002,81.444513,0.79,0.68,0.56
WG-00445,Ramesh Babu,West Godavari,Elamanchili,Paddy,9.79,72.0,Medium,87,16.863662,81.613679,0.86,0.83,0.55
WG-00446,Padma Priya,West Godavari,Iragavaram,Paddy,8.79,75.7,Low,89,16.687549,81.75675,0.83,0.77,0.53
WG-00447,Kiran Kumar,West Godavari,Mogalthur,Red Gram,11.77,74.1,Medium,86,16.337865,81.60547,0.91,0.85,0.62
WG-00448,Anitha,West Godavari,Narasapuram,Paddy,11.04,68.1,Medium,89,16.400989,81.610707,0.79,0.71,0.53
WG-00449,Satyanarayana,West Godavari,Palacoderu,Paddy,6.49,75.9,Low,86,16.515314,81.560169,0.85,0.78,0.62
WG-00450,Rajeshwari,West Godavari,Palacole,Red Gram,4.88,82.4,Low,93,16.528466,81.742729,0.92,0.83,0.6
WG-00451,Mohan Rao,West Godavari,Pentapadu,Paddy,9.38,74.9,Medium,92,16.816737,81.594067,0.92,0.85,0.53
WG-00452,Divya,West Godavari,Penugonda,Paddy,4.38,70.9,Medium,92,16.686095,81.829221,0.8,0.71,0.57
WG-00453,Prasad,West Godavari,Penumantra,Paddy,2.57,80.8,Low,94,16.628146,81.763828,0.92,0.84,0.54
WG-00454,Swapna,West Godavari,Poduru,Red Gram,11.34,81.7,Low,91,16.58654,81.721124,0.86,0.76,0.62
WG-00455,Naresh,West Godavari,Tadepalligudem,Paddy,5.71,77.5,Low,89,16.924115,81.577264,0.81,0.72,0.63
WG-00456,Bhavani,West Godavari,Tanuku,Paddy,1.37,76.9,Low,91,16.800061,81.625878,0.83,0.78,0.62
WG-00457,Srinivasa Rao,West Godavari,Undi,Paddy,6.92,79.7,Low,89,16.592823,81.459481,0.88,0.77,0.59
WG-00458,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,2.78,69.3,Medium,82,16.623397,81.660384,0.76,0.68,0.53
WG-00459,Venkata Ramana,West Godavari,Ganapavaram,Maize,0.77,82.4,Low,90,16.656886,81.533217,0.92,0.85,0.63
WG-00460,Sailaja,West Godavari,Kalla,Maize,5.29,67.2,Medium,90,16.5583,81.346796,0.88,0.77,0.51
WG-00461,Srinivasa Rao,West Godavari,Achanta,Paddy,2.76,65.9,Medium,82,16.604152,81.789681,0.77,0.67,0.5
WG-00462,Lakshmi Devi,West Godavari,Akiveedu,Paddy,10.35,73.6,Medium,90,16.639624,81.560737,0.83,0.77,0.55
WG-00463,Venkata Ramana,West Godavari,Attili,Red Gram,7.53,66.8,Medium,91,16.731734,81.635745,0.84,0.76,0.51
WG-00464,Sailaja,West Godavari,Bhimavaram,Paddy,6.24,73.6,Medium,88,16.432132,81.520013,0.8,0.73,0.58
WG-00465,Ramesh Babu,West Godavari,Elamanchili,Red Gram,2.29,63.6,Medium,85,16.674332,81.592465,0.84,0.77,0.51
WG-00466,Padma Priya,West Godavari,Iragavaram,Paddy,4.86,83.7,Low,96,16.727617,81.637212,0.92,0.85,0.64
WG-00467,Kiran Kumar,West Godavari,Mogalthur,Paddy,7.73,88.3,Low,91,16.348708,81.515757,0.92,0.85,0.68
WG-00468,Anitha,West Godavari,Narasapuram,Paddy,9.74,81.8,Low,87,16.457045,81.657318,0.88,0.85,0.58
WG-00469,Satyanarayana,West Godavari,Palacoderu,Chilli,10.1,69.0,Medium,82,16.53197,81.593432,0.9,0.81,0.58
WG-00470,Rajeshwari,West Godavari,Palacole,Paddy,2.94,79.7,Low,87,16.476018,81.653443,0.87,0.75,0.53
WG-00471,Mohan Rao,West Godavari,Pentapadu,Paddy,10.81,84.5,Low,93,16.727298,81.466938,0.92,0.84,0.62
WG-00472,Divya,West Godavari,Penugonda,Chilli,7.01,56.9,High,87,16.691852,81.78711,0.78,0.74,0.45
WG-00473,Prasad,West Godavari,Penumantra,Chilli,6.83,63.5,Medium,85,16.640334,81.753973,0.72,0.64,0.56
WG-00474,Swapna,West Godavari,Poduru,Paddy,6.04,80.0,Low,95,16.594507,81.787394,0.92,0.85,0.64
WG-00475,Naresh,West Godavari,Tadepalligudem,Paddy,7.46,74.4,Medium,90,16.790835,81.543877,0.81,0.72,0.55
WG-00476,Bhavani,West Godavari,Tanuku,Paddy,0.98,88.0,Low,98,16.752712,81.644484,0.89,0.84,0.67
WG-00477,Srinivasa Rao,West Godavari,Undi,Maize,5.89,82.3,Low,93,16.650302,81.410212,0.85,0.77,0.58
WG-00478,Lakshmi Devi,West Godavari,Veeravasaram,Cotton,3.4,66.7,Medium,87,16.546814,81.603652,0.8,0.69,0.5
WG-00479,Venkata Ramana,West Godavari,Ganapavaram,Red Gram,10.4,81.4,Low,90,16.673088,81.587571,0.91,0.85,0.65
WG-00480,Sailaja,West Godavari,Kalla,Cotton,9.45,56.1,High,87,16.465156,81.488991,0.82,0.77,0.51
WG-00481,Srinivasa Rao,West Godavari,Achanta,Chilli,10.52,80.5,Low,87,16.59098,81.781377,0.84,0.72,0.54
WG-00482,Lakshmi Devi,West Godavari,Akiveedu,Paddy,4.85,79.1,Low,87,16.883634,81.507849,0.86,0.78,0.62
WG-00483,Venkata Ramana,West Godavari,Attili,Chilli,8.22,78.9,Low,93,16.668395,81.616852,0.82,0.73,0.59
WG-00484,Sailaja,West Godavari,Bhimavaram,Paddy,1.42,66.0,Medium,82,16.530052,81.456357,0.86,0.83,0.5
WG-00485,Ramesh Babu,West Godavari,Elamanchili,Cotton,11.03,55.6,High,79,16.63599,81.562214,0.8,0.68,0.5
WG-00486,Padma Priya,West Godavari,Iragavaram,Chilli,2.4,76.2,Low,87,16.682647,81.626139,0.86,0.8,0.63
WG-00487,Kiran Kumar,West Godavari,Mogalthur,Paddy,10.88,79.6,Low,93,16.419426,81.529114,0.85,0.76,0.54
WG-00488,Anitha,West Godavari,Narasapuram,Cotton,3.44,69.2,Medium,85,16.375133,81.660881,0.78,0.66,0.6
WG-00489,Satyanarayana,West Godavari,Palacoderu,Paddy,10.95,87.4,Low,89,16.60583,81.57609,0.92,0.85,0.61
WG-00490,Rajeshwari,West Godavari,Palacole,Cotton,10.53,65.5,Medium,85,16.526505,81.673385,0.85,0.79,0.5
WG-00491,Mohan Rao,West Godavari,Pentapadu,Paddy,8.31,65.7,Medium,87,16.758859,81.562669,0.74,0.67,0.52
WG-00492,Divya,West Godavari,Penugonda,Paddy,3.94,65.3,Medium,89,16.693405,81.737907,0.85,0.8,0.55
WG-00493,Prasad,West Godavari,Penumantra,Paddy,3.39,76.5,Low,86,16.589793,81.738683,0.9,0.85,0.59
WG-00494,Swapna,West Godavari,Poduru,Paddy,8.57,77.9,Low,87,16.524411,81.712743,0.82,0.72,0.63
WG-00495,Naresh,West Godavari,Tadepalligudem,Chilli,3.51,62.5,Medium,87,16.861308,81.497425,0.78,0.7,0.51
WG-00496,Bhavani,West Godavari,Tanuku,Paddy,9.34,82.4,Low,95,16.797398,81.597365,0.92,0.81,0.55
WG-00497,Srinivasa Rao,West Godavari,Undi,Paddy,5.85,77.5,Low,91,16.651105,81.435264,0.85,0.76,0.55
WG-00498,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,1.35,82.1,Low,87,16.508359,81.603231,0.89,0.79,0.63
WG-00499,Venkata Ramana,West Godavari,Ganapavaram,Cotton,3.38,62.9,Medium,85,16.710511,81.484778,0.83,0.71,0.58
WG-00500,Sailaja,West Godavari,Kalla,Paddy,6.75,71.5,Medium,92,16.568058,81.493442,0.88,0.85,0.57
WG-00501,Srinivasa Rao,West Godavari,Achanta,Cotton,4.44,65.6,Medium,90,16.620509,81.803653,0.81,0.73,0.51
WG-00502,Lakshmi Devi,West Godavari,Akiveedu,Paddy,9.05,78.2,Low,95,16.582888,81.5502,0.82,0.7,0.53
WG-00503,Venkata Ramana,West Godavari,Attili,Maize,7.33,63.2,Medium,90,16.610431,81.643622,0.85,0.78,0.52
WG-00504,Sailaja,West Godavari,Bhimavaram,Paddy,7.25,86.3,Low,96,16.426227,81.530196,0.92,0.85,0.6
WG-00505,Ramesh Babu,West Godavari,Elamanchili,Paddy,5.07,83.2,Low,91,16.521303,81.461699,0.87,0.83,0.58
WG-00506,Padma Priya,West Godavari,Iragavaram,Cotton,3.43,70.9,Medium,87,16.696202,81.682978,0.85,0.75,0.51
WG-00507,Kiran Kumar,West Godavari,Mogalthur,Paddy,7.52,72.5,Medium,93,16.342234,81.569165,0.78,0.72,0.55
WG-00508,Anitha,West Godavari,Narasapuram,Paddy,11.04,70.7,Medium,90,16.327732,81.602438,0.87,0.84,0.59
WG-00509,Satyanarayana,West Godavari,Palacoderu,Paddy,2.28,87.9,Low,89,16.578214,81.530759,0.88,0.84,0.59
WG-00510,Rajeshwari,West Godavari,Palacole,Red Gram,2.84,65.4,Medium,90,16.475014,81.679,0.88,0.77,0.56
WG-00511,Mohan Rao,West Godavari,Pentapadu,Paddy,3.09,76.0,Low,87,16.782698,81.520289,0.85,0.77,0.6
WG-00512,Divya,West Godavari,Penugonda,Red Gram,1.2,79.3,Low,92,16.641544,81.80001,0.92,0.85,0.62
WG-00513,Prasad,West Godavari,Penumantra,Paddy,6.14,66.4,Medium,85,16.611941,81.677819,0.82,0.74,0.54
WG-00514,Swapna,West Godavari,Poduru,Red Gram,8.82,65.3,Medium,90,16.522418,81.771867,0.87,0.84,0.59
WG-00515,Naresh,West Godavari,Tadepalligudem,Cotton,1.11,72.7,Medium,89,16.923616,81.627232,0.92,0.85,0.57
WG-00516,Bhavani,West Godavari,Tanuku,Paddy,4.57,78.2,Low,94,16.745737,81.630127,0.91,0.85,0.59
WG-00517,Srinivasa Rao,West Godavari,Undi,Paddy,6.03,66.9,Medium,82,16.602571,81.516047,0.83,0.76,0.51
WG-00518,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,7.94,69.1,Medium,87,16.527456,81.588557,0.87,0.82,0.6
WG-00519,Venkata Ramana,West Godavari,Ganapavaram,Cotton,3.84,76.5,Low,91,16.671783,81.540487,0.88,0.77,0.59
WG-00520,Sailaja,West Godavari,Kalla,Cotton,7.87,55.4,High,78,16.574637,81.495694,0.71,0.68,0.54
WG-00521,Srinivasa Rao,West Godavari,Achanta,Maize,0.8,68.5,Medium,91,16.574686,81.846861,0.82,0.76,0.48
WG-00522,Lakshmi Devi,West Godavari,Akiveedu,Paddy,5.63,75.9,Low,92,16.584507,81.573666,0.92,0.84,0.62
WG-00523,Venkata Ramana,West Godavari,Attili,Cotton,8.53,65.6,Medium,90,16.743913,81.617544,0.78,0.69,0.57
WG-00524,Sailaja,West Godavari,Bhimavaram,Paddy,3.79,88.4,Low,95,16.517167,81.571152,0.92,0.85,0.64
WG-00525,Ramesh Babu,West Godavari,Elamanchili,Chilli,0.83,71.8,Medium,86,16.651473,81.828991,0.81,0.73,0.58
WG-00526,Padma Priya,West Godavari,Iragavaram,Red Gram,9.43,76.8,Low,94,16.710723,81.625714,0.88,0.79,0.61
WG-00527,Kiran Kumar,West Godavari,Mogalthur,Paddy,3.38,78.6,Low,88,16.393482,81.638095,0.92,0.8,0.54
WG-00528,Anitha,West Godavari,Narasapuram,Paddy,5.85,84.9,Low,96,16.331768,81.711552,0.86,0.77,0.6
WG-00529,Satyanarayana,West Godavari,Palacoderu,Paddy,7.38,68.7,Medium,87,16.578594,81.603557,0.75,0.67,0.53
WG-00530,Rajeshwari,West Godavari,Palacole,Chilli,2.62,63.6,Medium,87,16.500281,81.698113,0.73,0.67,0.55
WG-00531,Mohan Rao,West Godavari,Pentapadu,Paddy,4.05,73.5,Medium,92,16.811975,81.559639,0.92,0.85,0.59
WG-00532,Divya,West Godavari,Penugonda,Paddy,6.52,89.4,Low,90,16.618939,81.810469,0.92,0.85,0.66
WG-00533,Prasad,West Godavari,Penumantra,Chilli,11.29,71.7,Medium,88,16.680244,81.711069,0.88,0.84,0.58
WG-00534,Swapna,West Godavari,Poduru,Paddy,9.96,82.3,Low,89,16.567152,81.778514,0.92,0.85,0.59
WG-00535,Naresh,West Godavari,Tadepalligudem,Paddy,8.6,80.5,Low,91,16.950501,81.532828,0.92,0.81,0.6
WG-00536,Bhavani,West Godavari,Tanuku,Red Gram,2.88,59.8,High,87,16.774499,81.608549,0.84,0.76,0.51
WG-00537,Srinivasa Rao,West Godavari,Undi,Paddy,2.08,74.0,Medium,86,16.55322,81.505697,0.9,0.83,0.59
WG-00538,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,3.41,76.9,Low,88,16.50302,81.5914,0.84,0.76,0.54
WG-00539,Venkata Ramana,West Godavari,Ganapavaram,Cotton,11.61,67.4,Medium,83,16.652867,81.548792,0.83,0.79,0.55
WG-00540,Sailaja,West Godavari,Kalla,Paddy,9.43,66.0,Medium,82,16.488243,81.446561,0.77,0.74,0.56
WG-00541,Srinivasa Rao,West Godavari,Achanta,Paddy,10.21,81.8,Low,91,16.571372,81.814831,0.92,0.85,0.58
WG-00542,Lakshmi Devi,West Godavari,Akiveedu,Chilli,3.48,62.7,Medium,85,16.636772,81.413507,0.78,0.67,0.5
WG-00543,Venkata Ramana,West Godavari,Attili,Paddy,11.22,69.8,Medium,87,16.743903,81.636735,0.75,0.72,0.52
WG-00544,Sailaja,West Godavari,Bhimavaram,Paddy,11.33,66.0,Medium,90,16.5545,81.579304,0.81,0.73,0.54
WG-00545,Ramesh Babu,West Godavari,Elamanchili,Paddy,5.22,79.2,Low,87,16.637784,81.736195,0.89,0.85,0.62
WG-00546,Padma Priya,West Godavari,Iragavaram,Paddy,8.2,76.2,Low,85,16.658599,81.69699,0.86,0.75,0.54
WG-00547,Kiran Kumar,West Godavari,Mogalthur,Paddy,9.31,88.2,Low,93,16.419956,81.497222,0.88,0.85,0.59
WG-00548,Anitha,West Godavari,Narasapuram,Paddy,7.62,72.4,Medium,87,16.350957,81.684847,0.8,0.71,0.51
WG-00549,Satyanarayana,West Godavari,Palacoderu,Paddy,4.79,75.4,Low,85,16.602214,81.616168,0.85,0.75,0.59
WG-00550,Rajeshwari,West Godavari,Palacole,Paddy,11.98,84.4,Low,94,16.500868,81.682893,0.87,0.79,0.63
WG-00551,Mohan Rao,West Godavari,Pentapadu,Paddy,7.86,85.9,Low,92,16.757213,81.6071,0.92,0.85,0.57
WG-00552,Divya,West Godavari,Penugonda,Paddy,4.53,84.3,Low,90,16.622898,81.747556,0.92,0.82,0.59
WG-00553,Prasad,West Godavari,Penumantra,Paddy,4.45,80.3,Low,93,16.661129,81.748364,0.91,0.85,0.65
WG-00554,Swapna,West Godavari,Poduru,Chilli,4.15,68.8,Medium,85,16.610704,81.706708,0.81,0.77,0.5
WG-00555,Naresh,West Godavari,Tadepalligudem,Chilli,3.44,74.0,Medium,85,16.815125,81.510889,0.78,0.7,0.54
WG-00556,Bhavani,West Godavari,Tanuku,Red Gram,6.89,73.5,Medium,91,16.812543,81.661505,0.8,0.69,0.55
WG-00557,Srinivasa Rao,West Godavari,Undi,Paddy,5.85,66.0,Medium,81,16.629579,81.41872,0.87,0.77,0.49
WG-00558,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,6.01,80.3,Low,94,16.607896,81.62149,0.92,0.85,0.56
WG-00559,Venkata Ramana,West Godavari,Ganapavaram,Paddy,9.56,74.2,Medium,93,16.696064,81.449509,0.82,0.71,0.51
WG-00560,Sailaja,West Godavari,Kalla,Paddy,6.34,73.9,Medium,88,16.496386,81.356802,0.92,0.82,0.54
WG-00561,Srinivasa Rao,West Godavari,Achanta,Red Gram,9.03,70.8,Medium,89,16.633845,81.855984,0.76,0.69,0.59
WG-00562,Lakshmi Devi,West Godavari,Akiveedu,Paddy,7.49,67.0,Medium,86,16.611085,81.472944,0.82,0.79,0.57
WG-00563,Venkata Ramana,West Godavari,Attili,Paddy,5.51,85.8,Low,92,16.625084,81.618146,0.84,0.81,0.6
WG-00564,Sailaja,West Godavari,Bhimavaram,Cotton,10.52,63.2,Medium,82,16.546782,81.477312,0.75,0.69,0.5
WG-00565,Ramesh Babu,West Godavari,Elamanchili,Paddy,6.12,89.3,Low,93,16.742729,81.504127,0.92,0.83,0.65
WG-00566,Padma Priya,West Godavari,Iragavaram,Maize,8.43,81.4,Low,91,16.703608,81.67207,0.92,0.85,0.65
WG-00567,Kiran Kumar,West Godavari,Mogalthur,Paddy,5.53,87.4,Low,93,16.390889,81.637363,0.92,0.83,0.6
WG-00568,Anitha,West Godavari,Narasapuram,Paddy,9.0,81.2,Low,96,16.434874,81.6818,0.9,0.8,0.63
WG-00569,Satyanarayana,West Godavari,Palacoderu,Paddy,5.97,78.7,Low,89,16.557501,81.592577,0.92,0.82,0.6
WG-00570,Rajeshwari,West Godavari,Palacole,Maize,7.77,60.9,Medium,81,16.567385,81.742447,0.82,0.7,0.47
WG-00571,Mohan Rao,West Godavari,Pentapadu,Red Gram,4.68,69.9,Medium,88,16.729543,81.581563,0.8,0.7,0.6
WG-00572,Divya,West Godavari,Penugonda,Paddy,7.97,75.8,Low,87,16.671595,81.830107,0.92,0.85,0.55
WG-00573,Prasad,West Godavari,Penumantra,Paddy,5.06,79.6,Low,92,16.661572,81.722924,0.92,0.85,0.59
WG-00574,Swapna,West Godavari,Poduru,Red Gram,4.95,74.9,Medium,85,16.564806,81.72067,0.88,0.81,0.54
WG-00575,Naresh,West Godavari,Tadepalligudem,Paddy,8.44,83.3,Low,95,16.944463,81.595564,0.92,0.85,0.64
WG-00576,Bhavani,West Godavari,Tanuku,Chilli,11.95,59.8,High,87,16.760495,81.686134,0.74,0.72,0.51
WG-00577,Srinivasa Rao,West Godavari,Undi,Paddy,3.03,85.3,Low,96,16.557822,81.52163,0.92,0.85,0.65
WG-00578,Lakshmi Devi,West Godavari,Veeravasaram,Chilli,7.59,59.6,High,84,16.622989,81.604904,0.83,0.74,0.48
WG-00579,Venkata Ramana,West Godavari,Ganapavaram,Paddy,3.14,66.3,Medium,87,16.696261,81.568607,0.74,0.68,0.53
WG-00580,Sailaja,West Godavari,Kalla,Paddy,6.38,83.4,Low,89,16.508579,81.458812,0.92,0.85,0.64
WG-00581,Srinivasa Rao,West Godavari,Achanta,Cotton,4.32,68.2,Medium,85,16.633773,81.773935,0.86,0.79,0.5
WG-00582,Lakshmi Devi,West Godavari,Akiveedu,Paddy,9.9,83.0,Low,89,16.603202,81.824421,0.88,0.82,0.62
WG-00583,Venkata Ramana,West Godavari,Attili,Paddy,1.77,80.3,Low,93,16.676631,81.640292,0.92,0.81,0.64
WG-00584,Sailaja,West Godavari,Bhimavaram,Paddy,5.24,69.1,Medium,86,16.399783,81.506968,0.88,0.8,0.6
WG-00585,Ramesh Babu,West Godavari,Elamanchili,Red Gram,8.1,60.3,Medium,85,16.444859,81.391195,0.78,0.66,0.5
WG-00586,Padma Priya,West Godavari,Iragavaram,Maize,8.39,76.2,Low,90,16.639388,81.732995,0.84,0.74,0.52
WG-00587,Kiran Kumar,West Godavari,Mogalthur,Chilli,7.01,71.0,Medium,85,16.417511,81.606106,0.9,0.85,0.56
WG-00588,Anitha,West Godavari,Narasapuram,Paddy,11.1,65.2,Medium,89,16.417576,81.675379,0.83,0.72,0.56
WG-00589,Satyanarayana,West Godavari,Palacoderu,Paddy,1.38,66.7,Medium,89,16.595481,81.617436,0.76,0.65,0.58
WG-00590,Rajeshwari,West Godavari,Palacole,Chilli,7.77,69.9,Medium,91,16.577612,81.68566,0.75,0.68,0.49
WG-00591,Mohan Rao,West Godavari,Pentapadu,Paddy,5.47,81.6,Low,94,16.790171,81.449445,0.83,0.71,0.55
WG-00592,Divya,West Godavari,Penugonda,Chilli,1.94,68.0,Medium,87,16.668258,81.7926,0.87,0.78,0.56
WG-00593,Prasad,West Godavari,Penumantra,Paddy,3.45,67.5,Medium,90,16.623663,81.75208,0.88,0.84,0.54
WG-00594,Swapna,West Godavari,Poduru,Cotton,5.43,68.2,Medium,86,16.584207,81.798899,0.83,0.76,0.59
WG-00595,Naresh,West Godavari,Tadepalligudem,Maize,5.82,78.7,Low,90,16.938315,81.473004,0.89,0.79,0.61
WG-00596,Bhavani,West Godavari,Tanuku,Cotton,4.28,72.4,Medium,88,16.745565,81.650162,0.89,0.83,0.52
WG-00597,Srinivasa Rao,West Godavari,Undi,Paddy,7.96,84.9,Low,96,16.66433,81.517702,0.92,0.85,0.66
WG-00598,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,9.88,83.1,Low,91,16.515452,81.603407,0.89,0.79,0.56
WG-00599,Venkata Ramana,West Godavari,Ganapavaram,Paddy,5.27,80.5,Low,87,16.692804,81.506572,0.92,0.83,0.64
WG-00600,Sailaja,West Godavari,Kalla,Cotton,3.07,77.4,Low,86,16.423337,81.378138,0.86,0.74,0.56
WG-00601,Srinivasa Rao,West Godavari,Achanta,Red Gram,7.37,70.9,Medium,89,16.562357,81.797334,0.82,0.75,0.53
WG-00602,Lakshmi Devi,West Godavari,Akiveedu,Cotton,8.56,57.7,High,79,16.56698,81.735158,0.68,0.6,0.5
WG-00603,Venkata Ramana,West Godavari,Attili,Paddy,10.48,83.6,Low,96,16.71355,81.60613,0.9,0.79,0.56
WG-00604,Sailaja,West Godavari,Bhimavaram,Paddy,3.39,82.4,Low,92,16.426173,81.586401,0.89,0.79,0.64
WG-00605,Ramesh Babu,West Godavari,Elamanchili,Paddy,0.95,68.2,Medium,86,16.795144,81.585773,0.79,0.71,0.49
WG-00606,Padma Priya,West Godavari,Iragavaram,Paddy,8.4,82.9,Low,88,16.679672,81.727403,0.86,0.78,0.64
WG-00607,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.01,76.8,Low,87,16.352784,81.505122,0.79,0.67,0.62
WG-00608,Anitha,West Godavari,Narasapuram,Red Gram,9.48,81.1,Low,96,16.353071,81.731869,0.82,0.72,0.6
WG-00609,Satyanarayana,West Godavari,Palacoderu,Chilli,10.82,56.9,High,87,16.565847,81.544384,0.71,0.67,0.53
WG-00610,Rajeshwari,West Godavari,Palacole,Maize,6.95,61.8,Medium,83,16.516462,81.64657,0.76,0.69,0.49
WG-00611,Mohan Rao,West Godavari,Pentapadu,Red Gram,1.51,78.2,Low,89,16.743665,81.526362,0.92,0.85,0.57
WG-00612,Divya,West Godavari,Penugonda,Paddy,8.45,71.5,Medium,92,16.675574,81.781141,0.8,0.71,0.5
WG-00613,Prasad,West Godavari,Penumantra,Paddy,8.18,68.3,Medium,91,16.616296,81.702541,0.86,0.81,0.59
WG-00614,Swapna,West Godavari,Poduru,Red Gram,1.97,73.8,Medium,92,16.603239,81.753431,0.84,0.76,0.53
WG-00615,Naresh,West Godavari,Tadepalligudem,Paddy,4.46,73.8,Medium,85,16.879963,81.590264,0.85,0.83,0.53
WG-00616,Bhavani,West Godavari,Tanuku,Paddy,7.27,82.6,Low,89,16.7443,81.69487,0.9,0.82,0.61
WG-00617,Srinivasa Rao,West Godavari,Undi,Paddy,2.34,88.2,Low,89,16.625858,81.418508,0.86,0.78,0.65
WG-00618,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,7.67,73.5,Medium,84,16.547806,81.646292,0.9,0.81,0.51
WG-00619,Venkata Ramana,West Godavari,Ganapavaram,Chilli,1.06,56.8,High,87,16.759995,81.590183,0.76,0.66,0.51
WG-00620,Sailaja,West Godavari,Kalla,Maize,10.73,79.8,Low,90,16.444971,81.381575,0.86,0.84,0.55
WG-00621,Srinivasa Rao,West Godavari,Achanta,Red Gram,11.86,69.8,Medium,91,16.536029,81.831874,0.85,0.76,0.59
WG-00622,Lakshmi Devi,West Godavari,Akiveedu,Paddy,6.93,65.9,Medium,89,16.594921,81.426052,0.79,0.71,0.49
WG-00623,Venkata Ramana,West Godavari,Attili,Paddy,9.0,88.1,Low,98,16.685914,81.604394,0.89,0.79,0.62
WG-00624,Sailaja,West Godavari,Bhimavaram,Paddy,8.42,64.6,Medium,83,16.521863,81.478748,0.86,0.78,0.56
WG-00625,Ramesh Babu,West Godavari,Elamanchili,Paddy,1.22,78.2,Low,87,16.467044,81.439056,0.87,0.75,0.62
WG-00626,Padma Priya,West Godavari,Iragavaram,Maize,7.54,60.3,Medium,80,16.705747,81.732357,0.84,0.73,0.56
WG-00627,Kiran Kumar,West Godavari,Mogalthur,Maize,7.13,67.1,Medium,83,16.372695,81.509617,0.88,0.8,0.57
WG-00628,Anitha,West Godavari,Narasapuram,Paddy,2.5,65.3,Medium,82,16.432864,81.609555,0.84,0.77,0.47
WG-00629,Satyanarayana,West Godavari,Palacoderu,Paddy,0.89,67.2,Medium,91,16.534065,81.579411,0.81,0.77,0.55
